A1_AC1359	A1_AC1578	A1_AC915	A1_ACH_B6	A1_ACH_C1	A1_ACH_D1	A1_APR_Cf29	A1_APR_Cf8	A1_APY_45	A1_APY_65	A1_NNG_004	A1_NNG_012	A1_NNG_028	
APCL28	1	1	243	249	254	254	225	225	159	179	96	101	326	330	211	213	241	243	214	214	256	256	252	252	112	116	290	303	
APCL38	1	1	245	245	252	254	225	225	175	195	92	92	326	338	231	231	241	241	214	225	258	260	254	254	112	116	290	294	
APCL21	1	1	243	245	254	254	225	225	167	171	92	96	314	330	217	219	241	243	214	225	252	256	252	252	112	116	296	296	
APCL27	1	1	243	245	254	254	225	225	175	175	92	113	318	326	219	219	241	243	214	225	256	258	252	254	112	118	290	305	
APCL48	1	1	243	243	254	254	225	225	171	179	96	96	326	330	231	231	243	243	214	222	252	258	252	252	112	112	296	309	
APCL39	1	1	243	245	254	254	225	225	171	179	92	96	322	330	231	249	241	243	214	225	252	258	252	252	112	112	290	290	
APCL47	1	1	243	243	254	254	225	225	159	171	92	96	326	338	219	225	241	243	214	240	258	258	252	252	112	112	290	290	
APCL50	2	1	243	245	254	254	225	225	175	183	88	96	322	326	211	217	241	243	214	220	252	256	252	252	112	116	296	296	
APCL58	2	1	245	253	252	254	225	225	175	187	96	105	338	346	211	211	241	243	225	229	252	258	252	252	112	116	290	296	
APCL55	2	1	245	245	254	254	225	225	163	191	101	113	306	330	213	249	241	243	214	225	258	262	252	254	112	112	290	290	
APCL53	2	1	243	243	254	254	225	225	151	163	92	101	334	334	211	231	241	241	225	246	256	256	252	252	112	112	288	298	
APCL56	2	1	243	245	252	252	225	225	163	175	96	101	322	330	211	213	241	241	214	225	252	258	252	252	116	116	288	290	
APCL52	2	1	243	245	252	254	225	231	129	163	96	96	318	318	211	211	243	249	225	229	258	264	252	254	116	116	290	296	
APCL57	2	1	243	243	254	258	225	225	179	187	101	113	314	326	211	213	241	243	225	225	252	258	252	254	116	116	290	290	
APCL54	2	1	243	245	254	254	225	225	175	187	92	96	338	346	211	249	241	243	214	214	256	258	252	252	112	116	290	290	
APCL49	2	1	243	243	254	258	225	225	171	179	94	101	318	326	209	231	243	249	225	229	252	258	252	252	116	116	290	296	
APCL64	2	1	245	245	254	254	225	231	167	183	96	101	326	338	213	219	241	243	225	225	252	258	252	252	116	116	294	296	
APCL67	2	1	245	245	252	254	225	225	187	187	94	94	318	334	211	211	241	243	214	214	258	258	252	252	112	114	290	296	
APCL59	2	1	243	245	254	254	225	225	167	179	96	96	326	326	211	215	241	243	214	214	252	258	252	252	112	114	290	292	
APCL69	2	1	-9	-9	254	254	225	225	163	175	94	96	326	334	211	219	241	243	229	229	258	258	252	252	116	116	290	292	
APCL60	2	1	243	253	252	254	225	225	175	191	96	96	330	330	211	213	241	249	214	244	252	256	252	252	112	116	290	294	
APCL65	2	1	243	247	254	254	225	227	167	175	92	96	326	338	209	249	243	249	214	229	256	258	252	252	112	112	294	296	
APCL63	2	1	243	253	254	254	225	225	167	195	96	113	326	334	-9	-9	241	243	225	229	258	258	252	252	114	118	290	290	
APCL68	2	1	243	245	254	254	225	225	167	179	92	113	334	342	211	249	241	243	214	225	252	258	252	252	116	118	290	290	
APCL70	2	1	243	243	252	254	225	225	163	187	101	105	326	326	211	249	243	249	214	225	258	258	252	252	116	116	290	311	
APCL61	2	1	243	243	254	258	225	225	175	183	92	96	326	342	217	231	243	243	214	214	256	258	252	252	116	116	290	292	
APCL62	2	1	253	253	254	254	225	225	167	171	96	105	326	334	211	219	241	249	214	214	252	256	252	252	116	118	290	313	
APCL89	3	1	245	249	252	254	225	231	167	171	101	101	318	338	211	223	241	243	214	214	258	262	252	252	112	116	290	292	
APCL97	3	1	243	245	254	254	225	225	167	171	96	96	326	342	211	231	241	241	225	225	252	256	252	252	116	116	290	290	
APCL93	3	1	243	245	254	254	225	225	171	175	92	101	330	338	211	215	241	243	214	227	256	258	252	252	112	116	290	290	
APCL88	3	1	243	243	254	254	225	225	183	195	101	101	306	322	215	231	241	243	225	225	252	256	252	252	116	116	290	296	
APCL92	3	1	243	243	254	258	225	225	171	171	105	113	314	338	211	225	241	243	214	220	252	258	252	252	112	116	290	296	
APCL91	3	1	231	245	254	260	225	225	171	195	96	105	318	326	219	219	241	241	214	225	258	258	252	254	112	112	290	294	
APCL94	3	1	243	245	254	254	225	225	171	175	96	101	310	334	213	219	243	249	214	214	252	258	252	252	112	116	296	296	
APCL90	3	1	245	245	254	254	225	225	163	167	96	96	310	322	209	217	241	249	214	225	252	252	252	254	112	116	290	294	
