RAW ID	FAMOZ ID
APCL28	1
APCL21	2
APCL27	3
APCL48	4
APCL39	5
APCL47	6
APCL89	7
APCL97	8
APCL93	9
APCL88	10
APCL90	11
APCL95	12
APCL101	13
APCL102	14
APCL111	15
APCL131	16
APCL130	17
APCL132	18
APCL141	19
APCL125	20
APCL139	21
APCL145	22
APCL144	23
APCL166	24
APCL172	25
APCL173	26
APCL176	27
APCL182	28
APCL190	29
APCL194	30
APCL187	31
APCL191	32
APCL196	33
APCL198	34
APCL197	35
APCL207	36
APCL205	37
APCL204	38
APCL206	39
APCL199	40
APCL200	41
APCL212	42
APCL219	43
APCL217	44
APCL218	45
APCL220	46
APCL225	47
APCL223	48
APCL224	49
APCL221	50
APCL251	51
APCL249	52
APCL250	53
APCL248	54
APCL245	55
APCL243	56
APCL246	57
APCL255	58
APCL259	59
APCL253	60
APCL254	61
APCL257	62
APCL269	63
APCL268	64
APCL265	65
APCL272	66
APCL267	67
APCL275	68
APCL285	69
APCL279	70
APCL280	71
APCL282	72
APCL283	73
APCL296	74
APCL297	75
APCL300	76
APCL298	77
APCL289	78
APCL299	79
APCL305	80
APCL288	81
APCL302	82
APCL291	83
APCL301	84
APCL345	85
APCL346	86
APCL358	87
APCL344	88
APCL357	89
APCL355	90
APCL348	91
APCL359	92
APCL343	93
APCL347	94
APCL360	95
APCL354	96
APCL351	97
APCL374	98
APCL378	99
APCL373	100
APCL377	101
APCL368	102
APCL370	103
APCL365	104
APCL375	105
APCL369	106
APCL366	107
APCL381	108
APCL383	109
APCL379	110
APCL382	111
APCL397	112
APCL398	113
APCL395	114
APCL390	115
APCL394	116
APCL391	117
APCL399	118
APCL411	119
APCL410	120
APCL402	121
APCL405	122
APCL416	123
APCL406	124
APCL418	125
APCL403	126
APCL414	127
APCL413	128
APCL407	129
APCL426	130
APCL427	131
APCL423	132
APCL419	133
APCL425	134
APCL424	135
APCL429	136
APCL422	137
APCL420	138
APCL421	139
APCL428	140
APCL432	141
APCL438	142
APCL436	143
APCL460	144
APCL459	145
APCL451	146
APCL446	147
APCL455	148
APCL458	149
APCL453	150
APCL452	151
APCL461	152
APCL456	153
APCL447	154
APCL475	155
APCL479	156
APCL480	157
APCL485	158
APCL498	159
APCL501	160
APCL495	161
APCL492	162
APCL497	163
APCL503	164
APCL500	165
APCL489	166
APCL491	167
APCL496	168
APCL488	169
APCL490	170
APCL508	171
APCL513	172
APCL512	173
APCL525	174
APCL515	175
APCL517	176
APCL519	177
APCL522	178
APCL511	179
APCL528	180
APCL529	181
APCL526	182
APCL527	183
APCL518	184
APCL531	185
APCL539	186
APCL538	187
APCL534	188
APCL535	189
APCL532	190
APCL544	191
APCL536	192
APCL546	193
APCL547	194
APCL549	195

APCL38	1
APCL92	2
APCL91	3
APCL94	4
APCL96	5
APCL104	6
APCL100	7
APCL108	8
APCL105	9
APCL103	10
APCL106	11
APCL107	12
APCL126	13
APCL135	14
APCL129	15
APCL128	16
APCL140	17
APCL134	18
APCL127	19
APCL124	20
APCL133	21
APCL136	22
APCL143	23
APCL142	24
APCL162	25
APCL163	26
APCL165	27
APCL177	28
APCL171	29
APCL192	30
APCL195	31
APCL193	32
APCL202	33
APCL201	34
APCL203	35
APCL208	36
APCL222	37
APCL242	38
APCL240	39
APCL244	40
APCL241	41
APCL252	42
APCL247	43
APCL256	44
APCL258	45
APCL266	46
APCL274	47
APCL273	48
APCL270	49
APCL271	50
APCL264	51
APCL281	52
APCL284	53
APCL294	54
APCL287	55
APCL293	56
APCL295	57
APCL304	58
APCL292	59
APCL286	60
APCL290	61
APCL303	62
APCL353	63
APCL361	64
APCL356	65
APCL352	66
APCL350	67
APCL349	68
APCL362	69
APCL372	70
APCL367	71
APCL371	72
APCL376	73
APCL384	74
APCL380	75
APCL387	76
APCL386	77
APCL389	78
APCL385	79
APCL396	80
APCL393	81
APCL388	82
APCL392	83
APCL401	84
APCL400	85
APCL412	86
APCL417	87
APCL408	88
APCL404	89
APCL409	90
APCL435	91
APCL431	92
APCL430	93
APCL433	94
APCL434	95
APCL437	96
APCL463	97
APCL445	98
APCL457	99
APCL454	100
APCL449	101
APCL462	102
APCL448	103
APCL464	104
APCL450	105
APCL471	106
APCL474	107
APCL470	108
APCL467	109
APCL473	110
APCL472	111
APCL468	112
APCL469	113
APCL481	114
APCL477	115
APCL482	116
APCL483	117
APCL476	118
APCL478	119
APCL486	120
APCL484	121
APCL487	122
APCL504	123
APCL499	124
APCL494	125
APCL502	126
APCL493	127
APCL507	128
APCL509	129
APCL506	130
APCL514	131
APCL524	132
APCL516	133
APCL520	134
APCL521	135
APCL523	136
APCL533	137
APCL537	138
APCL542	139
APCL543	140
APCL540	141
APCL541	142
APCL551	143
APCL552	144
APCL545	145
APCL550	146
