13
7 0.0027027027 0.0054054054 0.5486486486 0.2959459459 0.0337837838 0.0972972973 0.0162162162
5 0.1179624665 0.7372654155 0.0241286863 0.0817694370 0.0388739946
4 0.0040106952 0.9478609626 0.0294117647 0.0187165775
14 0.0133333333 0.0053333333 0.0080000000 0.0493333333 0.0733333333 0.1253333333 0.1973333333 0.1893333333 0.1013333333 0.0800000000 0.0760000000 0.0253333333 0.0480000000 0.0080000000
8 0.0134048257 0.1689008043 0.0656836461 0.4075067024 0.1849865952 0.0683646113 0.0898123324 0.0013404826
18 0.0013440860 0.0040322581 0.0067204301 0.0026881720 0.0107526882 0.0228494624 0.0349462366 0.0752688172 0.0860215054 0.1330645161 0.1881720430 0.1424731183 0.1129032258 0.0887096774 0.0497311828 0.0336021505 0.0040322581 0.0026881720
18 0.0013736264 0.0054945055 0.0068681319 0.0233516484 0.0920329670 0.3392857143 0.1346153846 0.0288461538 0.0645604396 0.0947802198 0.0137362637 0.0054945055 0.0041208791 0.1332417582 0.0082417582 0.0398351648 0.0027472527 0.0013736264
3 0.5040106952 0.2914438503 0.2045454545
12 0.0053191489 0.4082446809 0.0332446809 0.0132978723 0.0146276596 0.0079787234 0.3390957447 0.0079787234 0.1515957447 0.0079787234 0.0013297872 0.0093085106
12 0.0488826816 0.2960893855 0.0013966480 0.1368715084 0.4357541899 0.0251396648 0.0237430168 0.0209497207 0.0069832402 0.0013966480 0.0013966480 0.0013966480
3 0.8843085106 0.1103723404 0.0053191489
4 0.5106666667 0.0333333333 0.4253333333 0.0306666667
15 0.0388739946 0.4209115282 0.0308310992 0.0804289544 0.2774798928 0.0884718499 0.0120643432 0.0040214477 0.0053619303 0.0040214477 0.0080428954 0.0160857909 0.0053619303 0.0013404826 0.0067024129
35	18
1	4	5	2	2	2	4	7	12	5	5	9	11	-5	-5	2	2	7	9	4	5	1	1	1	3	3	5
2	3	4	1	2	2	2	7	9	4	4	11	13	6	6	1	2	2	7	2	5	1	2	1	1	2	5
3	6	6	1	2	2	2	11	11	1	4	13	14	6	7	3	3	2	7	2	5	1	1	1	3	2	12
4	3	3	2	4	2	4	4	11	4	4	7	11	6	10	1	2	2	7	2	2	1	1	1	3	2	5
5	3	5	1	2	2	2	3	8	4	6	12	13	5	6	1	1	2	2	5	5	1	1	1	1	2	2
6	3	4	2	2	2	2	7	8	4	6	10	12	5	6	1	2	2	5	5	5	1	1	1	1	5	6
7	4	6	2	2	2	2	7	8	2	5	10	15	5	14	1	1	9	9	5	8	1	2	3	3	1	2
8	4	6	2	2	2	2	7	10	4	4	9	12	6	7	1	2	7	9	1	5	1	1	1	1	2	2
9	3	4	2	2	2	2	5	9	2	4	10	12	5	6	1	3	2	9	2	5	1	1	1	3	-5	-5
10	3	6	2	2	2	2	1	9	4	7	5	13	9	14	1	1	2	7	5	5	1	1	1	3	2	4
11	4	5	2	2	2	2	6	12	4	7	9	10	6	14	2	3	5	9	2	5	1	1	1	3	2	5
12	3	3	2	2	2	2	7	10	3	5	-5	-5	6	16	1	3	2	7	5	5	1	1	1	1	-5	-5
13	4	6	2	2	2	2	5	10	4	4	12	12	-5	-5	1	3	2	9	5	5	1	2	1	3	1	5
14	2	3	2	2	2	2	11	13	4	5	12	16	4	7	1	1	7	9	1	1	1	1	1	1	2	5
15	3	4	1	2	3	4	6	7	2	7	9	10	6	14	1	1	5	7	2	5	1	2	1	1	5	10
16	3	3	2	2	2	2	10	10	4	5	11	11	10	10	1	1	2	4	1	1	1	1	1	3	5	5
17	3	3	2	5	2	2	10	11	4	4	10	12	6	16	3	3	2	7	2	6	1	1	3	3	2	2
18	3	6	1	1	2	2	10	11	-5	-5	10	10	6	10	1	2	7	7	5	5	1	1	1	3	5	6
19	3	3	1	2	2	2	5	8	4	5	12	12	6	8	1	1	7	7	2	5	1	1	1	3	2	2
20	3	6	2	2	2	2	4	8	4	6	9	11	14	14	1	2	7	9	-5	-5	1	1	1	3	2	6
