RAW ID	FAMOZ ID
APCL28	1
APCL21	2
APCL27	3
APCL48	4
APCL39	5
APCL47	6
APCL58	7
APCL53	8
APCL56	9
APCL52	10
APCL54	11
APCL64	12
APCL67	13
APCL68	14
APCL70	15
APCL61	16
APCL89	17
APCL97	18
APCL93	19
APCL88	20
APCL90	21
APCL95	22
APCL101	23
APCL102	24
APCL111	25
APCL131	26
APCL130	27
APCL132	28
APCL141	29
APCL125	30
APCL139	31
APCL145	32
APCL144	33
APCL166	34
APCL172	35
APCL173	36
APCL176	37
APCL182	38
APCL190	39
APCL194	40
APCL187	41
APCL191	42
APCL196	43
APCL198	44
APCL197	45
APCL207	46
APCL205	47
APCL204	48
APCL206	49
APCL199	50
APCL200	51
APCL212	52
APCL219	53
APCL217	54
APCL218	55
APCL220	56
APCL225	57
APCL223	58
APCL224	59
APCL221	60
APCL251	61
APCL249	62
APCL250	63
APCL248	64
APCL245	65
APCL243	66
APCL246	67
APCL255	68
APCL259	69
APCL253	70
APCL254	71
APCL257	72
APCL269	73
APCL268	74
APCL265	75
APCL272	76
APCL267	77
APCL275	78
APCL279	79
APCL280	80
APCL282	81
APCL283	82
APCL296	83
APCL297	84
APCL300	85
APCL298	86
APCL289	87
APCL299	88
APCL305	89
APCL288	90
APCL302	91
APCL291	92
APCL301	93
APCL321	94
APCL312	95
APCL322	96
APCL311	97
APCL309	98
APCL313	99
APCL319	100
APCL307	101
APCL308	102
APCL320	103
APCL317	104
APCL345	105
APCL346	106
APCL358	107
APCL344	108
APCL357	109
APCL355	110
APCL348	111
APCL359	112
APCL343	113
APCL347	114
APCL360	115
APCL354	116
APCL351	117
APCL374	118
APCL378	119
APCL373	120
APCL377	121
APCL368	122
APCL370	123
APCL365	124
APCL375	125
APCL369	126
APCL366	127
APCL381	128
APCL383	129
APCL379	130
APCL382	131
APCL397	132
APCL398	133
APCL395	134
APCL390	135
APCL394	136
APCL391	137
APCL399	138
APCL411	139
APCL410	140
APCL402	141
APCL405	142
APCL416	143
APCL406	144
APCL418	145
APCL403	146
APCL414	147
APCL413	148
APCL407	149
APCL426	150
APCL427	151
APCL423	152
APCL419	153
APCL425	154
APCL424	155
APCL429	156
APCL422	157
APCL420	158
APCL421	159
APCL428	160
APCL432	161
APCL438	162
APCL436	163
APCL460	164
APCL459	165
APCL451	166
APCL446	167
APCL455	168
APCL458	169
APCL453	170
APCL452	171
APCL461	172
APCL456	173
APCL447	174
APCL475	175
APCL479	176
APCL480	177
APCL485	178
APCL498	179
APCL501	180
APCL495	181
APCL492	182
APCL497	183
APCL503	184
APCL500	185
APCL489	186
APCL491	187
APCL496	188
APCL488	189
APCL490	190
APCL508	191
APCL513	192
APCL512	193
APCL525	194
APCL515	195
APCL517	196
APCL519	197
APCL522	198
APCL511	199
APCL528	200
APCL529	201
APCL526	202
APCL527	203
APCL518	204
APCL531	205
APCL539	206
APCL538	207
APCL534	208
APCL535	209
APCL532	210
APCL544	211
APCL536	212
APCL546	213
APCL547	214
APCL549	215

APCL38	1
APCL50	2
APCL55	3
APCL57	4
APCL49	5
APCL59	6
APCL69	7
APCL60	8
APCL65	9
APCL63	10
APCL62	11
APCL92	12
APCL91	13
APCL94	14
APCL96	15
APCL104	16
APCL100	17
APCL108	18
APCL105	19
APCL103	20
APCL106	21
APCL107	22
APCL126	23
APCL135	24
APCL129	25
APCL128	26
APCL140	27
APCL134	28
APCL127	29
APCL124	30
APCL133	31
APCL136	32
APCL143	33
APCL142	34
APCL162	35
APCL163	36
APCL165	37
APCL177	38
APCL171	39
APCL192	40
APCL195	41
APCL193	42
APCL202	43
APCL201	44
APCL203	45
APCL208	46
APCL222	47
APCL242	48
APCL240	49
APCL244	50
APCL241	51
APCL252	52
APCL247	53
APCL256	54
APCL258	55
APCL266	56
APCL274	57
APCL273	58
APCL270	59
APCL271	60
APCL264	61
APCL281	62
APCL284	63
APCL294	64
APCL287	65
APCL293	66
APCL295	67
APCL304	68
APCL292	69
APCL290	70
APCL303	71
APCL316	72
APCL306	73
APCL310	74
APCL315	75
APCL318	76
APCL314	77
APCL353	78
APCL361	79
APCL356	80
APCL352	81
APCL350	82
APCL349	83
APCL362	84
APCL372	85
APCL367	86
APCL371	87
APCL376	88
APCL384	89
APCL380	90
APCL387	91
APCL386	92
APCL389	93
APCL385	94
APCL396	95
APCL393	96
APCL388	97
APCL392	98
APCL401	99
APCL400	100
APCL412	101
APCL417	102
APCL408	103
APCL404	104
APCL409	105
APCL435	106
APCL431	107
APCL430	108
APCL433	109
APCL434	110
APCL437	111
APCL463	112
APCL445	113
APCL457	114
APCL454	115
APCL449	116
APCL462	117
APCL448	118
APCL464	119
APCL450	120
APCL471	121
APCL474	122
APCL470	123
APCL467	124
APCL473	125
APCL472	126
APCL468	127
APCL469	128
APCL481	129
APCL477	130
APCL482	131
APCL483	132
APCL476	133
APCL478	134
APCL486	135
APCL484	136
APCL487	137
APCL504	138
APCL499	139
APCL494	140
APCL502	141
APCL493	142
APCL507	143
APCL509	144
APCL506	145
APCL514	146
APCL524	147
APCL516	148
APCL520	149
APCL521	150
APCL523	151
APCL533	152
APCL537	153
APCL542	154
APCL543	155
APCL540	156
APCL541	157
APCL551	158
APCL552	159
APCL545	160
APCL550	161
