16
4 0.0063694268 0.2707006369 0.6656050955 0.0573248408
4 0.5031645570 0.4905063291 0.0031645570 0.0031645570
11 0.0064102564 0.0224358974 0.3750000000 0.0352564103 0.0769230769 0.3301282051 0.0192307692 0.0961538462 0.0320512821 0.0032051282 0.0032051282
4 0.0064102564 0.6666666667 0.3173076923 0.0096153846
19 0.0732484076 0.0095541401 0.3184713376 0.0095541401 0.0350318471 0.1273885350 0.0414012739 0.0031847134 0.1560509554 0.0031847134 0.0031847134 0.0031847134 0.0636942675 0.0414012739 0.0063694268 0.0031847134 0.0063694268 0.0923566879 0.0031847134
7 0.2006369427 0.3694267516 0.1528662420 0.2292993631 0.0127388535 0.0318471338 0.0031847134
12 0.1772151899 0.0759493671 0.0031645570 0.0094936709 0.3354430380 0.0189873418 0.1424050633 0.0981012658 0.0189873418 0.1107594937 0.0063291139 0.0031645570
19 0.5471698113 0.1069182390 0.0031446541 0.0031446541 0.0031446541 0.1477987421 0.0157232704 0.0031446541 0.0062893082 0.0031446541 0.0157232704 0.0031446541 0.0094339623 0.0283018868 0.0283018868 0.0220125786 0.0157232704 0.0157232704 0.0220125786
5 0.0063291139 0.7088607595 0.0822784810 0.1740506329 0.0284810127
7 0.0660377358 0.4905660377 0.0817610063 0.2641509434 0.0660377358 0.0283018868 0.0031446541
19 0.2072368421 0.0230263158 0.0098684211 0.1644736842 0.0888157895 0.0394736842 0.1282894737 0.1118421053 0.0625000000 0.0263157895 0.0197368421 0.0164473684 0.0230263158 0.0065789474 0.0230263158 0.0230263158 0.0164473684 0.0032894737 0.0065789474
2 0.3710691824 0.6289308176
6 0.3987341772 0.0253164557 0.3481012658 0.0031645570 0.2215189873 0.0031645570
4 0.1226415094 0.8710691824 0.0031446541 0.0031446541
6 0.0031446541 0.2421383648 0.5345911950 0.0943396226 0.1194968553 0.0062893082
8 0.0032467532 0.0129870130 0.0064935065 0.1493506494 0.0974025974 0.3019480519 0.3636363636 0.0649350649
58	101
1	3	3	1	2	3	8	2	3	7	9	1	4	7	8	1	1	2	2	1	2	7	8	2	2	1	3	2	2	3	3	4	6
2	3	3	2	2	6	6	2	2	3	18	1	2	5	7	1	6	2	4	2	4	6	8	2	2	1	5	1	2	4	5	6	6
3	3	3	2	2	3	4	2	2	1	5	3	4	1	7	1	12	2	4	1	2	4	8	2	2	3	3	2	2	2	2	5	7
4	3	3	1	2	3	5	2	3	6	18	2	2	5	8	7	7	2	4	2	4	8	15	2	2	3	5	2	2	2	3	4	7
5	2	3	1	1	3	6	2	3	1	3	1	2	2	5	1	6	2	4	3	4	-5	-5	2	2	3	5	2	2	3	3	5	5
6	2	3	1	1	3	9	3	3	3	5	2	6	1	7	6	14	2	4	2	5	1	9	1	2	1	3	2	2	2	2	4	7
7	3	3	1	2	3	6	2	2	3	3	2	4	5	5	1	6	2	2	2	2	-5	-5	1	1	1	5	2	2	3	3	4	7
8	3	3	1	2	3	8	2	3	9	18	1	2	1	5	1	16	2	4	3	4	4	5	1	2	1	1	2	2	2	4	5	7
9	-5	-5	1	1	-5	-5	4	4	3	18	2	2	5	10	1	1	3	4	2	4	4	4	1	2	1	1	1	1	2	3	6	7
10	3	3	1	2	3	6	2	2	3	9	2	6	5	8	1	2	2	5	3	4	1	1	2	2	1	1	2	2	3	5	6	7
11	3	4	1	2	3	5	2	3	3	6	2	4	8	9	1	1	2	2	2	2	4	12	1	1	1	3	2	2	3	3	4	7
12	3	3	1	2	3	6	2	3	3	9	2	2	2	2	1	13	2	2	3	4	1	6	2	2	1	3	2	2	3	3	-5	-5
13	3	3	2	2	3	8	3	3	1	6	1	6	1	5	6	18	3	4	4	4	1	5	1	2	3	5	2	2	2	3	4	7
14	3	3	1	1	3	3	-5	-5	9	14	1	4	1	7	1	1	2	2	2	4	7	15	1	1	1	3	1	2	2	3	-5	-5
15	2	2	2	2	2	3	2	3	9	13	2	3	1	7	2	6	2	2	4	4	4	4	2	2	1	3	2	2	2	5	6	7
16	2	2	1	1	3	5	2	3	9	13	1	3	5	5	1	1	2	2	2	2	1	1	1	2	1	3	1	2	3	3	5	6
17	3	3	2	2	3	6	2	3	3	3	1	4	1	2	1	11	2	4	2	4	7	8	1	1	3	3	1	2	3	5	4	6
18	3	3	2	2	2	6	2	3	3	18	1	4	1	1	6	6	2	4	2	4	8	9	2	2	1	5	2	2	2	5	4	7
19	-5	-5	1	1	-5	-5	2	3	3	6	1	1	5	7	6	19	2	2	1	2	1	13	1	2	2	3	1	2	2	5	6	7
20	3	3	2	2	3	6	3	3	5	9	1	4	2	2	2	6	2	4	2	4	1	4	1	2	1	6	2	2	3	3	6	7
21	2	3	1	2	2	3	2	3	3	4	2	4	7	8	2	19	2	2	1	4	8	13	2	2	3	3	2	2	2	2	4	5
22	3	3	1	1	5	6	2	3	3	9	2	2	5	8	1	9	2	2	2	4	4	6	2	2	2	3	2	2	2	3	5	6
23	2	2	-5	-5	1	3	-5	-5	6	9	2	6	10	10	1	14	2	2	2	4	1	2	1	1	5	5	2	2	3	3	-5	-5
24	3	3	1	2	3	6	2	2	3	6	1	3	5	5	1	1	2	2	2	2	1	13	1	2	1	1	2	2	1	3	6	7
25	2	3	1	1	6	8	2	2	3	6	1	4	1	2	1	1	-5	-5	1	2	1	7	2	2	3	3	2	2	2	5	7	7
26	3	3	2	2	3	3	3	3	3	3	1	2	5	5	1	15	2	2	3	4	1	7	1	1	1	1	2	2	3	3	6	7
27	2	3	1	2	3	6	2	3	3	13	3	4	5	10	1	13	2	2	2	2	4	5	1	2	1	1	2	2	3	5	6	6
28	3	3	2	2	6	8	2	3	3	6	1	3	5	7	1	2	2	2	2	2	9	16	2	2	1	1	2	2	2	3	6	7
29	3	4	2	2	3	9	3	3	2	9	4	6	1	10	1	2	2	2	2	2	1	4	1	1	1	3	2	2	3	3	5	6
30	3	3	1	2	6	8	2	3	9	18	2	2	7	8	2	2	2	4	2	5	7	17	2	2	3	3	1	2	3	3	4	6
31	3	3	1	1	3	8	2	3	3	6	4	5	7	7	1	1	2	2	4	4	1	1	2	2	3	3	2	2	5	5	4	7
32	3	3	1	1	5	8	2	2	6	15	1	3	5	5	1	6	2	4	2	2	4	9	1	2	1	1	2	2	3	3	7	7
33	3	3	1	2	3	5	2	2	1	9	3	3	5	5	1	1	2	3	2	4	4	5	1	2	3	5	2	2	3	3	4	7
34	3	3	1	2	3	8	2	3	3	7	1	2	5	7	6	6	2	4	2	4	5	7	1	1	3	3	2	2	2	3	6	7
35	2	4	1	2	6	6	2	3	3	13	-5	-5	1	1	1	2	2	2	3	4	1	4	1	2	1	5	2	2	2	4	4	6
36	2	2	1	2	3	6	2	3	3	7	2	4	7	9	2	6	2	4	2	6	1	8	2	2	1	1	1	2	2	4	6	7
37	2	3	2	2	3	9	2	2	9	13	1	1	8	10	6	9	2	2	2	3	1	2	1	1	1	3	2	2	2	3	5	7
38	2	3	1	2	3	8	2	3	6	13	2	3	5	5	1	2	2	2	2	4	4	6	2	2	1	3	1	2	3	3	7	8
39	2	3	2	2	6	8	3	3	9	12	3	4	5	7	1	2	4	4	2	2	1	13	2	2	1	3	2	2	2	5	3	4
40	3	3	1	1	5	8	2	2	5	9	2	4	1	5	1	1	2	2	2	4	1	4	1	2	3	5	2	2	2	3	5	7
41	2	3	1	2	4	5	2	2	3	3	4	4	1	5	1	18	2	3	4	4	4	7	2	2	1	5	2	2	2	5	7	7
42	2	3	1	1	5	8	2	2	14	18	1	4	5	8	1	1	2	2	2	4	5	9	1	2	3	5	2	2	3	3	7	8
43	3	3	2	2	3	6	2	3	13	18	2	4	5	6	1	6	2	4	2	5	3	3	1	2	1	3	2	2	3	3	4	7
44	3	3	1	2	5	8	3	3	3	6	4	4	1	7	1	1	2	2	4	5	4	8	2	2	1	3	2	2	3	3	5	7
45	2	3	2	2	3	6	2	3	3	3	2	4	5	5	1	14	2	2	2	4	5	5	1	2	1	5	1	2	3	3	6	7
46	2	3	1	2	3	6	2	3	3	7	3	4	5	5	1	17	2	4	2	4	1	11	1	2	1	5	2	2	2	2	6	6
47	2	3	2	2	5	8	2	2	1	3	1	4	1	5	1	17	2	4	2	4	8	15	1	2	1	5	2	2	2	3	5	7
48	3	3	2	2	4	6	2	3	9	13	4	4	5	10	1	1	2	2	2	2	4	5	2	2	1	3	2	2	2	3	7	7
49	3	3	1	1	6	6	2	2	1	9	1	1	1	5	2	2	2	2	2	2	1	6	1	2	2	3	1	2	2	3	4	6
50	2	2	2	2	3	6	2	3	3	14	1	3	1	5	1	2	2	2	4	5	1	8	1	2	1	5	2	2	3	3	6	7
