RAW ID	FAMOZ ID
PRBI51	1
PRBI71	2
PRBI72	3
PRBI73	4
PRBI76	5
PRBI78	6
PRBI80	7
PRBI84	8
PRBI146	9
PRBI152	10
PRBI158	11
PRBI110	12
PRBI112	13
PRBI113	14
PRBI115	15
PRBI118	16
PRBI121	17
PRBI122	18
PRBI86	19
PRBI211	20
PRBI227	21
PRBI228	22
PRBI233	23
PRBI161	24
PRBI168	25
PRBI175	26
PRBI183	27
PRBI185	28
PRBI188	29
PRBI260	30
PRBI465	31
PRBI10	32
PRBI13	33
PRBI15	34
PRBI17	35
PRBI22	36
PRBI23	37
PRBI24	38
PRBI25	39
PRBI26	40
PRBI29	41
PRBI30	42
PRBI33	43
PRBI34	44
PRBI37	45
PRBI40	46
PRBI42	47
PRBI44	48
PRBI45	49
PRBI46	50
PRBI326	51
PRBI329	52
PRBI331	53
PRBI332	54
PRBI337	55
PRBI340	56
PRBI342	57
PRBI363	58

PRBI74	1
PRBI75	2
PRBI77	3
PRBI79	4
PRBI81	5
PRBI82	6
PRBI83	7
PRBI85	8
PRBI137	9
PRBI138	10
PRBI147	11
PRBI148	12
PRBI149	13
PRBI150	14
PRBI151	15
PRBI153	16
PRBI154	17
PRBI155	18
PRBI156	19
PRBI157	20
PRBI159	21
PRBI114	22
PRBI116	23
PRBI117	24
PRBI119	25
PRBI120	26
PRBI123	27
PRBI87	28
PRBI98	29
PRBI99	30
PRBI209	31
PRBI210	32
PRBI213	33
PRBI214	34
PRBI215	35
PRBI216	36
PRBI226	37
PRBI229	38
PRBI230	39
PRBI231	40
PRBI232	41
PRBI234	42
PRBI235	43
PRBI236	44
PRBI237	45
PRBI238	46
PRBI239	47
PRBI160	48
PRBI164	49
PRBI167	50
PRBI169	51
PRBI170	52
PRBI174	53
PRBI178	54
PRBI179	55
PRBI180	56
PRBI181	57
PRBI184	58
PRBI186	59
PRBI189	60
PRBI261	61
PRBI262	62
PRBI263	63
PRBI466	64
PRBI510	65
PRBI1	66
PRBI11	67
PRBI12	68
PRBI14	69
PRBI16	70
PRBI18	71
PRBI19	72
PRBI2	73
PRBI20	74
PRBI3	75
PRBI4	76
PRBI5	77
PRBI6	78
PRBI7	79
PRBI8	80
PRBI9	81
PRBI31	82
PRBI32	83
PRBI35	84
PRBI36	85
PRBI41	86
PRBI43	87
PRBI323	88
PRBI324	89
PRBI325	90
PRBI327	91
PRBI328	92
PRBI330	93
PRBI333	94
PRBI334	95
PRBI335	96
PRBI336	97
PRBI338	98
PRBI339	99
PRBI341	100
PRBI364	101
